GitHub Issue,Number,GUID,Output Type,Label,Dimension,dataID,InTestLine #,Input.data,Output.data,Response.status,Response.result,Response.comment,ISSUE,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/40,40,58486cb6-1114-4a8a-ba1e-bd89cfe887e9,VALIDATION,LOCATION_EMPTY,SPACE,181,25,"dwc:locationID="""", dwc:higherGeographyID="""", dwc:higherGeography="""",  dwc:continent="""", dwc:waterBody="""", dwc:islandGroup="""", dwc:island="""", dwc:country="""", dwc:countryCode=""AR"", dwc:stateProvince=""Rio Negro"", dwc:county="""", dwc:municipality="""", dwc:locality="""", dwc:verbatimLocality="""", dwc:decimalLatitude=""-41.0525925872862"", dwc:decimalLongitude=""-71.5310546742521"", dwc:coordinateUncertaintyInMeters="""", dwc:geodeticDatum="""", dwc:verbatimCoordinates="""", dwc:verbatimLatitude="""", dwc:verbatimLongitude=""""",,RUN_HAS_RESULT,COMPLIANT,Location not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/40,40,58486cb6-1114-4a8a-ba1e-bd89cfe887e9,VALIDATION,LOCATION_EMPTY,SPACE,182,26,"dwc:locationID="""", dwc:higherGeographyID="""", dwc:higherGeography="""",  dwc:continent="""", dwc:waterBody="""", dwc:islandGroup="""", dwc:island="""", dwc:country="""", dwc:countryCode=""AR"", dwc:stateProvince=""Neuquén"", dwc:county="""", dwc:municipality="""", dwc:locality="""", dwc:verbatimLocality="""", dwc:decimalLatitude=""-41.0525925872862"", dwc:decimalLongitude=""-71.5310546742521"", dwc:coordinateUncertaintyInMeters="""", dwc:geodeticDatum="""", dwc:verbatimCoordinates="""", dwc:verbatimLatitude="""", dwc:verbatimLongitude=""""",,RUN_HAS_RESULT,COMPLIANT,Location not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/40,40,58486cb6-1114-4a8a-ba1e-bd89cfe887e9,VALIDATION,LOCATION_EMPTY,SPACE,183,27,"dwc:locationID="""", dwc:higherGeographyID="""", dwc:higherGeography="""",  dwc:continent="""", dwc:waterBody="""", dwc:islandGroup="""", dwc:island="""", dwc:country=""México"", dwc:countryCode=""MX"", dwc:stateProvince="""", dwc:county="""", dwc:municipality="""", dwc:locality="""", dwc:verbatimLocality="""", dwc:decimalLatitude=""18.835941"", dwc:decimalLongitude=""-94.4805934"", dwc:coordinateUncertaintyInMeters="""", dwc:geodeticDatum="""", dwc:verbatimCoordinates="""", dwc:verbatimLatitude="""", dwc:verbatimLongitude=""""",,RUN_HAS_RESULT,COMPLIANT,Location not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/40,40,58486cb6-1114-4a8a-ba1e-bd89cfe887e9,VALIDATION,LOCATION_EMPTY,SPACE,184,28,"dwc:locationID="""", dwc:higherGeographyID="""", dwc:higherGeography="""",  dwc:continent="""", dwc:waterBody="""", dwc:islandGroup="""", dwc:island="""", dwc:country="""", dwc:countryCode="""", dwc:stateProvince="""", dwc:county="""", dwc:municipality="""", dwc:locality="""", dwc:verbatimLocality="""", dwc:decimalLatitude=""-41.0525925872862"", dwc:decimalLongitude=""-71.5310546742521"", dwc:coordinateUncertaintyInMeters="""", dwc:geodeticDatum=""4326"", dwc:verbatimCoordinates="""", dwc:verbatimLatitude="""", dwc:verbatimLongitude=""""",,RUN_HAS_RESULT,COMPLIANT,Location not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/40,40,58486cb6-1114-4a8a-ba1e-bd89cfe887e9,VALIDATION,LOCATION_EMPTY,SPACE,185,29,"dwc:locationID="""", dwc:higherGeographyID="""", dwc:higherGeography="""",  dwc:continent="""", dwc:waterBody="""", dwc:islandGroup="""", dwc:island="""", dwc:country="""", dwc:countryCode="""", dwc:stateProvince="""", dwc:county="""", dwc:municipality="""", dwc:locality="""", dwc:verbatimLocality="""", dwc:decimalLatitude=""41.0525925872862"", dwc:decimalLongitude=""-71.5310546742521"", dwc:coordinateUncertaintyInMeters="""", dwc:geodeticDatum=""4326"", dwc:verbatimCoordinates="""", dwc:verbatimLatitude="""", dwc:verbatimLongitude=""""",,RUN_HAS_RESULT,COMPLIANT,Location not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/40,40,58486cb6-1114-4a8a-ba1e-bd89cfe887e9,VALIDATION,LOCATION_EMPTY,SPACE,186,30,"dwc:locationID="""", dwc:higherGeographyID="""", dwc:higherGeography="""",  dwc:continent="""", dwc:waterBody="""", dwc:islandGroup="""", dwc:island="""", dwc:country="""", dwc:countryCode="""", dwc:stateProvince="""", dwc:county="""", dwc:municipality="""", dwc:locality="""", dwc:verbatimLocality="""", dwc:decimalLatitude=""-41.0525925872862"", dwc:decimalLongitude=""-71.5310546742521"", dwc:coordinateUncertaintyInMeters="""", dwc:geodeticDatum=""4326"", dwc:verbatimCoordinates="""", dwc:verbatimLatitude="""", dwc:verbatimLongitude=""""",,RUN_HAS_RESULT,COMPLIANT,Location not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/41,41,bd385eeb-44a2-464b-a503-7abe407ef904,AMENDMENT,DCTYPE_STANDARDIZED,OTHER,187,1,"dc:type=""""",,INTERNAL_PREREQUISITES_NOT_MET,,dc:type is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/41,41,bd385eeb-44a2-464b-a503-7abe407ef904,AMENDMENT,DCTYPE_STANDARDIZED,OTHER,188,2,"dc:type=""X""",,NOT_AMENDED,,dc:type contains an uninterpretable value,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/41,41,bd385eeb-44a2-464b-a503-7abe407ef904,AMENDMENT,DCTYPE_STANDARDIZED,OTHER,189,3,"dc:type=""evnt""","dc:type=""Event""",AMENDED,"dc:type=""Event""",dc:type contains an interpretable value,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/42,42,6ce2b2b4-6afe-4d13-82a0-390d31ade01c,VALIDATION,COUNTRY_EMPTY,SPACE,190,1,"dwc:country=""""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:country is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/42,42,6ce2b2b4-6afe-4d13-82a0-390d31ade01c,VALIDATION,COUNTRY_EMPTY,SPACE,191,2,"dwc:country=""Eswatini""",,RUN_HAS_RESULT,COMPLIANT,dwc:country is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/42,42,6ce2b2b4-6afe-4d13-82a0-390d31ade01c,VALIDATION,COUNTRY_EMPTY,SPACE,192,3,"dwc:country=""Swaziland""",,RUN_HAS_RESULT,COMPLIANT,dwc:country is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/42,42,6ce2b2b4-6afe-4d13-82a0-390d31ade01c,VALIDATION,COUNTRY_EMPTY,SPACE,193,4,"dwc:country=""Yugoslavia""",,RUN_HAS_RESULT,COMPLIANT,dwc:country is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/42,42,6ce2b2b4-6afe-4d13-82a0-390d31ade01c,VALIDATION,COUNTRY_EMPTY,SPACE,194,5,"dwc:country=""Congo""",,RUN_HAS_RESULT,COMPLIANT,dwc:country is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/42,42,6ce2b2b4-6afe-4d13-82a0-390d31ade01c,VALIDATION,COUNTRY_EMPTY,SPACE,195,6,"dwc:country=""United States Minor Outlying Islands""",,RUN_HAS_RESULT,COMPLIANT,dwc:country is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/43,43,620749b9-7d9c-4890-97d2-be3d1cde6da8,AMENDMENT,COORDINATES_CONVERTED,SPACE,196,1,"dwc:decimalLatitude="""", dwc:decimalLongitude="""", dwc:geodeticDatum="""" ",,INTERNAL_PREREQUISITES_NOT_MET,,"dwc:decimalLatitude, dwc:decimalLongitude, dwc:geodeticDatum are EMPTY",,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/43,43,620749b9-7d9c-4890-97d2-be3d1cde6da8,AMENDMENT,COORDINATES_CONVERTED,SPACE,197,2,"dwc:decimalLatitude="""", dwc:decimalLongitude=""139.923"", dwc:geodeticDatum=""GDA94"" ",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:decimalLatitude is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/43,43,620749b9-7d9c-4890-97d2-be3d1cde6da8,AMENDMENT,COORDINATES_CONVERTED,SPACE,198,3,"dwc:decimalLatitude=""-23.721"", dwc:decimalLongitude="""", dwc:geodeticDatum=""GDA94"" ",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:decimalLongitude is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/43,43,620749b9-7d9c-4890-97d2-be3d1cde6da8,AMENDMENT,COORDINATES_CONVERTED,SPACE,199,4,"dwc:decimalLatitude=""-23.712"", dwc:decimalLongitude=""139.923"", dwc:geodeticDatum="""" ",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:geodeticDatum is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/43,43,620749b9-7d9c-4890-97d2-be3d1cde6da8,AMENDMENT,COORDINATES_CONVERTED,SPACE,200,5,"dwc:decimalLatitude=""-23.712"", dwc:decimalLongitude=""139.923"", dwc:geodeticDatum=""GDX93"" ",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:geodeticDatum uninterpretable,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/43,43,620749b9-7d9c-4890-97d2-be3d1cde6da8,AMENDMENT,COORDINATES_CONVERTED,SPACE,201,6,"dwc:decimalLatitude=""-23.712"", dwc:decimalLongitude=""139.923"", dwc:geodeticDatum=""GDA94"" ","dwc:decimalLatitude=""-23.712"", dwc:decimalLongitude=""139.923"", dwc:geodeticDatum=""WGS84"" ",AMENDED,"dwc:decimalLatitude=""-23.712"", dwc:decimalLongitude=""139.923"", dwc:geodeticDatum=""WGS84"" ",Input fields contain interpretable values,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/43,43,620749b9-7d9c-4890-97d2-be3d1cde6da8,AMENDMENT,COORDINATES_CONVERTED,SPACE,202,7,"dwc:decimalLatitude=""-93.712"", dwc:decimalLongitude=""139.923"", dwc:geodeticDatum=""GDA94"" ",,NOT_AMENDED,,dwc:decimalLatitude was out of range,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/43,43,620749b9-7d9c-4890-97d2-be3d1cde6da8,AMENDMENT,COORDINATES_CONVERTED,SPACE,203,8,"dwc:decimalLatitude=""x"", dwc:decimalLongitude=""139.923"", dwc:geodeticDatum=""GDA94"" ",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:decimalLatitide contains uninterpretable value,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/43,43,620749b9-7d9c-4890-97d2-be3d1cde6da8,AMENDMENT,COORDINATES_CONVERTED,SPACE,204,9,"dwc:decimalLatitude=""-23.712"", dwc:decimalLongitude=""139.923"", dwc:geodeticDatum=""GDA94"" ","dwc:decimalLatitude=""-31.606985"", dwc:decimalLongitude=""129.776695"", dwc:geodeticDatum=""EPSG4326"" ",AMENDED,"dwc:decimalLatitude=""-31.606985"", dwc:decimalLongitude=""129.776695"", dwc:geodeticDatum=""EPSG4326"" ",Input fields contain interpretable values,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,205,1,"dwc:scientificName=""""",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:scientificName is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,206,2,"dwc:scientificName=""  """,,INTERNAL_PREREQUISITES_NOT_MET,,dwc:scientificName is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,207,3,"dwc:scientificName=""[non printing-characters]""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:scientificName is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,208,4,"dwc:scientificName=""[null]""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:scientificName does not have an equivalent in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,209,5,"dwc:scientificName=""?""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:scientificName does not have an equivalent in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,210,6,"dwc:scientificName=""Wallabia bicolor""",,RUN_HAS_RESULT,COMPLIANT,dwc:scientificName has an equivalent in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,211,7,"dwc:scientificName=""Wallabia bicolor (Desmarest, 1804)""",,RUN_HAS_RESULT,COMPLIANT,dwc:scientificName has an equivalent in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,212,8,"dwc:scientificName=""Wallabia""",,RUN_HAS_RESULT,COMPLIANT,dwc:scientificName has an equivalent in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,213,9,"dwc:scientificName=""Walabia""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:scientificName does not have an equivalent in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,214,10,"dwc:scientificName=""bicolor (Desmarest, 1804)""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:scientificName does not have an equivalent in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,215,11,"dwc:scientificName=""Macropodidae""",,RUN_HAS_RESULT,COMPLIANT,dwc:scientificName has an equivalent in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,216,12,"dwc:scientificName=""wallaby""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:scientificName does not have an equivalent in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,217,13,"dwc:scientificName=""Hakea decurrens ssp. physocarpa""",,RUN_HAS_RESULT,COMPLIANT,dwc:scientificName has an equivalent in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,218,14,"dwc:scientificName=""Geranium sp. Pale pink flowers (M.Gray 5847) Vic. Herbarium""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:scientificName does not have an equivalent in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,219,15,"dwc:scientificName=""Geranium sp. Pale pink flowers (M.Gray 5847) Vic. Herbarium""",,RUN_HAS_RESULT,COMPLIANT,dwc:scientificName has an equivalent in the bdq:sourceAuthority. The Australian Plant Census includes undescribed taxa using a formula so that they can be added to legislation etc,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,220,16,"dwc:scientificName=""dwc:scientificName""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:scientificName does not have an equivalent in the bdq:sourceAuthority,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/46,46,3f335517-f442-4b98-b149-1e87ff16de45,VALIDATION,SCIENTIFICNAME_NOTFOUND,NAME,221,17,"bdq:sourceAuthority=""https://invalid/invalidservice""",,EXTERNAL_PREREQUISITES_NOT_MET,,The bdq:sourceAuthority was not available or was unreachable,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/47,47,c486546c-e6e5-48a7-b286-eba7f5ca56c4,VALIDATION,OCCURRENCEID_EMPTY,OTHER,222,1,"dwc:occurrenceID=""https://www.inaturalist.org/observations/43047701""",,RUN_HAS_RESULT,COMPLIANT,dwc:occurrenceID conforms to GUID structure,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/47,47,c486546c-e6e5-48a7-b286-eba7f5ca56c4,VALIDATION,OCCURRENCEID_EMPTY,OTHER,223,2,"dwc:occurrenceID=""""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:occurrenceID is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/47,47,c486546c-e6e5-48a7-b286-eba7f5ca56c4,VALIDATION,OCCURRENCEID_EMPTY,OTHER,224,3,"dwc:occurrenceID="" """,,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:occurrenceID is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/47,47,c486546c-e6e5-48a7-b286-eba7f5ca56c4,VALIDATION,OCCURRENCEID_EMPTY,OTHER,225,4,"dwc:occurrenceID=""[non-printing characters]""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:occurrenceID is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/47,47,c486546c-e6e5-48a7-b286-eba7f5ca56c4,VALIDATION,OCCURRENCEID_EMPTY,OTHER,226,5,"dwc:occurrenceID=""[null]""",,RUN_HAS_RESULT,COMPLIANT,dwc:occurrenceID is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/47,47,c486546c-e6e5-48a7-b286-eba7f5ca56c4,VALIDATION,OCCURRENCEID_EMPTY,OTHER,227,6,"dwc:occurrenceID=""---""",,RUN_HAS_RESULT,COMPLIANT,dwc:occurrenceID is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/47,47,c486546c-e6e5-48a7-b286-eba7f5ca56c4,VALIDATION,OCCURRENCEID_EMPTY,OTHER,228,7,"dwc:occurrenceID=""?""",,RUN_HAS_RESULT,COMPLIANT,dwc:occurrenceID is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/48,48,fec5ffe6-3958-4312-82d9-ebcca0efb350,AMENDMENT,COUNTRYCODE_STANDARDIZED,SPACE,229,1,"bdq:sourceAuthority=""https://invalid/invalidservice""",,EXTERNAL_PREREQUISITES_NOT_MET,,The bdq:sourceAuthority was not available or was unreachable,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/48,48,fec5ffe6-3958-4312-82d9-ebcca0efb350,AMENDMENT,COUNTRYCODE_STANDARDIZED,SPACE,230,2,"dwc:countryCode=""""",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:countryCode is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/48,48,fec5ffe6-3958-4312-82d9-ebcca0efb350,AMENDMENT,COUNTRYCODE_STANDARDIZED,SPACE,231,3,"dwc:countryCode=""Australia""","dwc:countryCode=""AU""",AMENDED,"dwc:countryCode=""AU""",dwc:countryCode contains an interpretable value,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/48,48,fec5ffe6-3958-4312-82d9-ebcca0efb350,AMENDMENT,COUNTRYCODE_STANDARDIZED,SPACE,232,4,"dwc:countryCode=""Aust.""",,NOT_AMENDED,,dwc:countryCode contains an ambiguous value,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/48,48,fec5ffe6-3958-4312-82d9-ebcca0efb350,AMENDMENT,COUNTRYCODE_STANDARDIZED,SPACE,233,5,"dwc:countryCode=""x""",,NOT_AMENDED,,dwc:countryCode contains an uninterpretable value,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/49,49,c09ecbf9-34e3-4f3e-b74a-8796af15e59f,VALIDATION,YEAR_EMPTY,TIME,234,1,"dwc:year=""""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:year is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/49,49,c09ecbf9-34e3-4f3e-b74a-8796af15e59f,VALIDATION,YEAR_EMPTY,TIME,235,2,"dwc:year="" """,,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:year is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/49,49,c09ecbf9-34e3-4f3e-b74a-8796af15e59f,VALIDATION,YEAR_EMPTY,TIME,236,3,"dwc:year=""[non-printing characters]""",,RUN_HAS_RESULT,NOT_COMPLIANT,dwc:year is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/49,49,c09ecbf9-34e3-4f3e-b74a-8796af15e59f,VALIDATION,YEAR_EMPTY,TIME,237,4,"dwc:year=""1949""",,RUN_HAS_RESULT,COMPLIANT,dwc:year is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/49,49,c09ecbf9-34e3-4f3e-b74a-8796af15e59f,VALIDATION,YEAR_EMPTY,TIME,238,5,"dwc:year=""194x""",,RUN_HAS_RESULT,COMPLIANT,dwc:year is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/49,49,c09ecbf9-34e3-4f3e-b74a-8796af15e59f,VALIDATION,YEAR_EMPTY,TIME,239,6,"dwc:year=""1952""",,RUN_HAS_RESULT,COMPLIANT,dwc:year is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/49,49,c09ecbf9-34e3-4f3e-b74a-8796af15e59f,VALIDATION,YEAR_EMPTY,TIME,240,7,"dwc:year=""9999""",,RUN_HAS_RESULT,COMPLIANT,dwc:year is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/49,49,c09ecbf9-34e3-4f3e-b74a-8796af15e59f,VALIDATION,YEAR_EMPTY,TIME,241,8,"dwc:year=""1599""",,RUN_HAS_RESULT,COMPLIANT,dwc:year is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/49,49,c09ecbf9-34e3-4f3e-b74a-8796af15e59f,VALIDATION,YEAR_EMPTY,TIME,242,9,"dwc:year=""0""",,RUN_HAS_RESULT,COMPLIANT,dwc:year is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/49,49,c09ecbf9-34e3-4f3e-b74a-8796af15e59f,VALIDATION,YEAR_EMPTY,TIME,243,10,"dwc:year=""XXXX""",,RUN_HAS_RESULT,COMPLIANT,dwc:year is not EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/50,50,adb27d29-9f0d-4d52-b760-a77ba57a69c9,VALIDATION,COORDINATES_COUNTRYCODE_INCONSISTENT,SPACE,244,1,"dwc:countryCode="""", dwc:decimalLatitude="""", dwc:decimalLongitude=""""",,INTERNAL_PREREQUISITES_NOT_MET,,All input fields EMPTY.,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/50,50,adb27d29-9f0d-4d52-b760-a77ba57a69c9,VALIDATION,COORDINATES_COUNTRYCODE_INCONSISTENT,SPACE,245,2,"dwc:countryCode=""GL"", dwc:decimalLatitude="""", dwc:decimalLongitude=""""",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:decimalLatitude and dwc:decimalLongitude EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/50,50,adb27d29-9f0d-4d52-b760-a77ba57a69c9,VALIDATION,COORDINATES_COUNTRYCODE_INCONSISTENT,SPACE,246,3,"dwc:countryCode=""GRL"", dwc:decimalLatitude="""", dwc:decimalLongitude=""""",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:decimalLatitude and dwc:decimalLongitude EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/50,50,adb27d29-9f0d-4d52-b760-a77ba57a69c9,VALIDATION,COORDINATES_COUNTRYCODE_INCONSISTENT,SPACE,247,4,"dwc:countryCode="""", dwc:decimalLatitude=""0"", dwc:decimalLongitude=""0""",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:countryCode is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/50,50,adb27d29-9f0d-4d52-b760-a77ba57a69c9,VALIDATION,COORDINATES_COUNTRYCODE_INCONSISTENT,SPACE,248,5,"dwc:countryCode="""", dwc:decimalLatitude=""0.0"", dwc:decimalLongitude=""0.0""",,INTERNAL_PREREQUISITES_NOT_MET,,dwc:countryCode is EMPTY,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/50,50,adb27d29-9f0d-4d52-b760-a77ba57a69c9,VALIDATION,COORDINATES_COUNTRYCODE_INCONSISTENT,SPACE,249,6,"dwc:countryCode=""CL"", dwc:decimalLatitude=""-41.0525925872862"", dwc:decimalLongitude=""-71.5310546742521""",,RUN_HAS_RESULT,NOT_COMPLIANT,"Coordinates are in Argentina, not Chile",,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/50,50,adb27d29-9f0d-4d52-b760-a77ba57a69c9,VALIDATION,COORDINATES_COUNTRYCODE_INCONSISTENT,SPACE,250,7,"dwc:countryCode=""AR"", dwc:decimalLatitude=""-41.0525925872862"", dwc:decimalLongitude=""-71.5310546742521""",,RUN_HAS_RESULT,COMPLIANT,Coordinates match dwc:countryCode,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/50,50,adb27d29-9f0d-4d52-b760-a77ba57a69c9,VALIDATION,COORDINATES_COUNTRYCODE_INCONSISTENT,SPACE,251,8,"dwc:countryCode=""MX"", dwc:decimalLatitude=""18.835941"", dwc:decimalLongitude=""-94.4805934""",,RUN_HAS_RESULT,COMPLIANT,Coordinates match dwc:countryCode,,,,,,,,,,,,,,,,,,
https://github.com/tdwg/bdq/issues/51,51,b9c184ce-a859-410c-9d12-71a338200380,VALIDATION,COORDINATES_TERRESTRIALMARINE,SPACE,252,1,"dwc:decimalLatitude="""", dwc:decimalLongitude="""", dwc:scientificName=""""",,INTERNAL_PREREQUISITES_NOT_MET,,All input fields EMPTY.,,,,,,,,,,,,,,,,,,
